customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Risk,Recommendation,Top_Churn_Drivers,Monthly_Revenue_At_Risk
5186-SAMNZ,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,Yes,0.6553197296880651,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
5760-FXFVO,Male,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,494.95,No,0.5283575372183493,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
5380-WJKOV,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,Yes,0.623996054188759,Medium,Targeted engagement and personalized offer,"num__TotalCharges, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
4703-MQYKT,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,No,0.022896587430139857,Low,Continue regular customer engagement,"num__tenure, cat__InternetService_DSL, cat__OnlineSecurity_Yes",0.0
2001-MCUUW,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,No,0.1302642759930463,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__PaymentMethod_Electronic check",0.0
4947-DSMXK,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410,No,0.48165167700739636,Medium,Targeted engagement and personalized offer,"num__TotalCharges, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
0076-LVEPS,Male,0,No,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.0,1242.45,No,0.11065693509246133,Low,Continue regular customer engagement,"cat__Contract_Month-to-month, cat__PhoneService_Yes, cat__Contract_Two year",0.0
5566-SOEZD,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,No,0.133034551622532,Low,Continue regular customer engagement,"cat__InternetService_Fiber optic, num__tenure, cat__Contract_Two year",0.0
7408-OFWXJ,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,6510.45,No,0.008930371845896507,Low,Continue regular customer engagement,"num__TotalCharges, cat__MultipleLines_No, cat__StreamingTV_Yes",0.0
1097-FSPVW,Female,0,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,2455.05,No,0.060710665084115316,Low,Continue regular customer engagement,"cat__Contract_Month-to-month, cat__Contract_Two year, num__TotalCharges",0.0
4412-YLTKF,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,0.5965050984800565,Medium,Targeted engagement and personalized offer,"cat__Contract_Month-to-month, cat__InternetService_Fiber optic, num__tenure",0.0
0420-TXVSG,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,No,0.012660018175141962,Low,Continue regular customer engagement,"num__TotalCharges, cat__MultipleLines_No, cat__PaperlessBilling_No",0.0
7817-BOQPW,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,Yes,0.7524983059298836,High,Immediate retention offer and customer support follow-up,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",75.55
0963-ZBDRN,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,Yes,0.5198370999729555,Medium,Targeted engagement and personalized offer,"num__TotalCharges, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
9685-WKZGT,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,Yes,0.7036928472792541,High,Immediate retention offer and customer support follow-up,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",74.95
2139-FQHLM,Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.95,1682.4,No,0.36343466484885895,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
5825-XJOCM,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,No,0.035184318720560576,Low,Continue regular customer engagement,"num__TotalCharges, cat__Contract_Two year, cat__MultipleLines_No",0.0
0004-TLHLJ,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,Yes,0.6742591357589632,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
7529-ZDFXI,Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,No,0.41106885632851836,Medium,Targeted engagement and personalized offer,"num__TotalCharges, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
6848-YLDFR,Male,0,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,No,0.036094618323306356,Low,Continue regular customer engagement,"num__TotalCharges, cat__Contract_Two year, cat__PaperlessBilling_No",0.0
5820-PTRYM,Female,1,Yes,No,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),68.45,4014,No,0.028895643191262286,Low,Continue regular customer engagement,"num__TotalCharges, cat__Contract_Two year, num__SeniorCitizen",0.0
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,No,0.0017391628784624168,Low,Continue regular customer engagement,"cat__InternetService_DSL, cat__OnlineSecurity_Yes, cat__Partner_No",0.0
6434-TTGJP,Male,0,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7,521,No,0.054395515489174345,Low,Continue regular customer engagement,"num__tenure, cat__PhoneService_Yes, cat__MultipleLines_No",0.0
9643-AVVWI,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.0,241.3,No,0.5078202185125456,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
3506-OVLKD,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.2,954.9,No,0.03029824615464867,Low,Continue regular customer engagement,"cat__Contract_Two year, cat__InternetService_DSL, cat__MultipleLines_No",0.0
4946-EDSEW,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,Yes,0.14627211345506633,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
2924-KHUVI,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.55,5514.95,No,0.262025243985307,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__PaymentMethod_Electronic check",0.0
2263-SFSQZ,Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.95,1222.25,No,0.009072818156416512,Low,Continue regular customer engagement,"cat__InternetService_DSL, cat__MultipleLines_No, cat__PaperlessBilling_No",0.0
5281-BUZGT,Male,1,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,Yes,0.5082229732518998,Medium,Targeted engagement and personalized offer,"num__TotalCharges, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
3717-FDJFU,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,No,0.03908180783557881,Low,Continue regular customer engagement,"num__tenure, cat__InternetService_DSL, cat__OnlineSecurity_Yes",0.0
2239-CFOUJ,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,20.4,No,0.0897421258829205,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Two year, cat__InternetService_DSL",0.0
8699-ASUFO,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,Yes,0.6928232939495369,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
1122-YJBCS,Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.65,3804.4,No,0.014113367843869613,Low,Continue regular customer engagement,"num__TotalCharges, cat__Contract_Two year, cat__PaperlessBilling_No",0.0
0628-CNQRM,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,1544.05,Yes,0.0716352393336587,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Two year, cat__PaperlessBilling_No",0.0
1705-GUHPV,Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,1618.2,No,0.0044316323477180865,Low,Continue regular customer engagement,"cat__InternetService_DSL, cat__MultipleLines_No, cat__OnlineSecurity_Yes",0.0
4877-TSOFF,Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.75,4264.25,No,0.029777664770666245,Low,Continue regular customer engagement,"num__TotalCharges, cat__Contract_Two year, cat__MultipleLines_No",0.0
7404-JLKQG,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,57.55,161.45,No,0.44943903885076947,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__PaymentMethod_Electronic check",0.0
0379-DJQHR,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5398.6,No,0.009815030769633283,Low,Continue regular customer engagement,"num__TotalCharges, cat__TechSupport_No, cat__StreamingTV_Yes",0.0
8993-PHFWD,Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,Yes,0.5460454864229372,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__PhoneService_Yes",0.0
3930-ZGWVE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,0.195608906403141,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
1965-DDBWU,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,Yes,0.5349471314222436,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
7572-KPVKK,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,6590.5,No,0.11977140944827175,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__PaymentMethod_Electronic check",0.0
6854-EXGSF,Female,0,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,No,0.286660069237606,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
9483-GCPWE,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,190.25,No,0.06162404731296273,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Two year, cat__InternetService_DSL",0.0
8053-WWDRO,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,Yes,0.1529879968712331,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
9473-CBZOP,Female,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,59.0,1654.45,No,0.07449870284112177,Low,Continue regular customer engagement,"cat__Contract_Two year, num__tenure, cat__MultipleLines_No",0.0
3985-HOYPM,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,525.55,No,0.035083628953179194,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Two year, cat__InternetService_DSL",0.0
8378-LKJAF,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,No,0.49004501560520547,Medium,Targeted engagement and personalized offer,"num__TotalCharges, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
1310-QRITU,Female,0,No,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.3,913.3,No,0.42028550266987924,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__PaymentMethod_Electronic check",0.0
3237-AJGEH,Female,0,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.0,95.05,Yes,0.41620698675991213,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__PhoneService_Yes",0.0
6542-LWGXJ,Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.0,78.25,No,0.4794882665675412,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__PhoneService_Yes",0.0
6953-PBDIN,Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,No,0.011769450093102206,Low,Continue regular customer engagement,"num__TotalCharges, cat__MultipleLines_No, cat__OnlineSecurity_No",0.0
6332-FBZRI,Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),69.35,4653.25,No,0.013520743670822045,Low,Continue regular customer engagement,"num__TotalCharges, cat__Contract_Two year, cat__MultipleLines_No",0.0
9365-CSLBQ,Male,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.35,1654.6,No,0.0023735883686426653,Low,Continue regular customer engagement,"cat__InternetService_DSL, cat__MultipleLines_No, cat__OnlineSecurity_Yes",0.0
3466-WAESX,Male,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.1,1083.7,No,0.31522902631713323,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__PaymentMethod_Electronic check",0.0
9700-ISPUP,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,No,0.30866756826076774,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__PaymentMethod_Electronic check",0.0
5167-ZFFMM,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,Yes,0.6875284882086585,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
7669-LCRSD,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,No,0.343573016240726,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
0870-VEMYL,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),53.85,259.8,Yes,0.15832282336569134,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
2995-UPRYS,Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,Yes,0.22144576730933213,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__Contract_Two year",0.0
3179-GBRWV,Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,No,0.2242742564140233,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
0701-TJSEF,Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95,No,0.22866607400622585,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
1848-LBZHY,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1,No,0.27877465832699916,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
5380-XPJNZ,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,678.2,No,0.019156367184972104,Low,Continue regular customer engagement,"cat__Contract_Two year, cat__InternetService_DSL, cat__OnlineSecurity_Yes",0.0
6608-QQLVK,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,50.5,Yes,0.5135197567928567,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__PaymentMethod_Electronic check",0.0
1475-VWVDO,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,490.55,No,0.6507538358702185,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
3721-CNEYS,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95,137.95,Yes,0.6947313859134258,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
4299-OPXEJ,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,No,0.005706523933102835,Low,Continue regular customer engagement,"cat__InternetService_DSL, cat__PaperlessBilling_No, cat__OnlineSecurity_Yes",0.0
0096-BXERS,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.35,314.55,No,0.4544822134234751,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__PaymentMethod_Electronic check",0.0
3055-VTCGS,Female,0,No,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),58.55,3503.5,No,0.025522761202332166,Low,Continue regular customer engagement,"num__TotalCharges, cat__Contract_Two year, cat__OnlineSecurity_No",0.0
9405-GPBBG,Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5,7069.25,No,0.08650354223879403,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__InternetService_DSL",0.0
6704-UTUKK,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.9,1332.4,No,0.49122893340792295,Medium,Targeted engagement and personalized offer,"cat__Contract_Month-to-month, cat__PhoneService_Yes, cat__PaymentMethod_Electronic check",0.0
9944-AEXBM,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3,No,0.5032258029335688,Medium,Targeted engagement and personalized offer,"cat__Contract_Month-to-month, cat__InternetService_Fiber optic, num__TotalCharges",0.0
2545-EBUPK,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.05,186.05,No,0.8137867960256748,High,Immediate retention offer and customer support follow-up,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",84.05
6270-OMFIW,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4,5610.25,Yes,0.2217547488890459,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__PaymentMethod_Electronic check",0.0
1852-XEMDW,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,65.05,1427.55,No,0.15203996778798187,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
8158-WPEZG,Male,0,No,No,11,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.65,425.1,No,0.4217626482632755,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__PhoneService_Yes",0.0
5198-EFNBM,Male,1,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.65,5199.8,No,0.21195410401046394,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__PaymentMethod_Electronic check",0.0
7663-RGWBC,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,44.15,Yes,0.44561376847752127,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
3970-XGJDU,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,No,0.004072435558202589,Low,Continue regular customer engagement,"cat__InternetService_DSL, cat__PaperlessBilling_No, cat__OnlineSecurity_Yes",0.0
6845-RGTYS,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7,Yes,0.36104115587385666,Low,Continue regular customer engagement,"num__TotalCharges, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
0123-CRBRT,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.1,5526.75,No,0.013606382863465237,Low,Continue regular customer engagement,"num__TotalCharges, cat__MultipleLines_No, cat__StreamingTV_Yes",0.0
6077-BDPXA,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,194.2,No,0.686403244501803,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
2250-IVBWA,Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.05,5135.35,No,0.08731343891668854,Low,Continue regular customer engagement,"num__TotalCharges, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
6137-NICCO,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.05,518.75,No,0.6119681182548409,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
8129-GMVGI,Female,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,1090.1,No,0.003447168980167915,Low,Continue regular customer engagement,"cat__InternetService_DSL, cat__OnlineSecurity_Yes, cat__Partner_No",0.0
4353-HYOJD,Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,1336.15,No,0.11471011358963835,Low,Continue regular customer engagement,"cat__Contract_Month-to-month, num__tenure, cat__Contract_Two year",0.0
8671-KKKOS,Female,0,Yes,No,46,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,45.55,2062.15,No,0.1231971279295162,Low,Continue regular customer engagement,"cat__Contract_Month-to-month, cat__PhoneService_Yes, cat__PaymentMethod_Electronic check",0.0
8080-DDEMJ,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.1,45.1,Yes,0.4688270810456478,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__PaymentMethod_Electronic check",0.0
6698-OXETB,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,231.45,No,0.03694129600689153,Low,Continue regular customer engagement,"num__tenure, cat__InternetService_DSL, cat__OnlineSecurity_Yes",0.0
3312-UUMZW,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,No,0.5410270897088724,Medium,Targeted engagement and personalized offer,"num__TotalCharges, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
6376-GAHQE,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,Yes,0.6501493228238707,Medium,Targeted engagement and personalized offer,"num__tenure, cat__Contract_Month-to-month, cat__InternetService_Fiber optic",0.0
0733-VUNUW,Male,0,No,No,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.65,1400.55,Yes,0.213207212043772,Low,Continue regular customer engagement,"num__tenure, cat__Contract_Month-to-month, cat__Contract_Two year",0.0
6733-LRIZX,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.95,4025.5,No,0.19422186695194324,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__PaymentMethod_Electronic check",0.0
2165-VOEGB,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4822.85,Yes,0.1017567305125267,Low,Continue regular customer engagement,"num__TotalCharges, cat__InternetService_Fiber optic, cat__Contract_Two year",0.0
